               File1                        File2          Case  File1_Value  File2_Value  AbsError  SMAPE(%)
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1081        10197        10196         1  0.009807
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1085        15464        15447        17  0.109993
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1086         9770         9747        23  0.235692
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1087        10209        10203         6  0.058789
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1089        10432        10430         2  0.019174
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1094         9813         9808         5  0.050966
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1095        12199        12168        31  0.254442
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1098        10682        10661        21  0.196786
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1104        12031        12025         6  0.049884
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1108        10310        10308         2  0.019401
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1110        17517        17499        18  0.102810
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1111         9908         9863        45  0.455212
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1113        10269        10231        38  0.370732
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1114         9710         9694        16  0.164914
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1115        14905        14866        39  0.262000
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1116        11333        11328         5  0.044129
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1117         9743         9738         5  0.051332
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1120         9803         9782        21  0.214450
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1123        13226        13193        33  0.249820
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1124         9675         9646        29  0.300192
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1126        10310        10310         0  0.000000
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_112        15483        15429        54  0.349379
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1130        18408        18365        43  0.233867
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1132        10775        10765        10  0.092851
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1134        10109        10096        13  0.128681
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1135        15343        15308        35  0.228378
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1137        10870        10854        16  0.147303
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1138        13705        13693        12  0.087598
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_113        13929        13910        19  0.136499
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1140        13102        13089        13  0.099271
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1142        10801        10778        23  0.213170
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1144         9764         9759         5  0.051222
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1146        18492        18458        34  0.184032
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1147        13644        13625        19  0.139352
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1148        10394        10388         6  0.057742
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1149        10040        10034         6  0.059779
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_114        10223        10213        10  0.097867
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1150        11464        11456         8  0.069808
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1152        10078        10062        16  0.158888
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1156        11376        11369         7  0.061552
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1162        15259        15242        17  0.111472
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1167        10870        10865         5  0.046009
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1168        12446        12414        32  0.257442
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1173        12555        12529        26  0.207303
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1174         9574         9571         3  0.031340
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1175         9707         9698         9  0.092760
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1184        11852        11799        53  0.448184
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1185        14817        14776        41  0.277093
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1186        15364        15327        37  0.241113
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1187        12199        12170        29  0.238007
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1188        11473        11458        15  0.130827
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1190        12401        12377        24  0.193720
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1192        13577        13568         9  0.066311
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1194         9698         9636        62  0.641357
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1195        11193        11189         4  0.035743
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1197        11213        11192        21  0.187458
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1198         9541         9522        19  0.199339
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1199         9711         9688        23  0.237126
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_119        10996        10986        10  0.090984
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1204        13238        13211        27  0.204167
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1205        12393        12376        17  0.137268
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1206        10771        10752        19  0.176555
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1207        14427        14418         9  0.062402
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1212        21142        21113        29  0.137262
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1216        12261        12243        18  0.146915
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_121        12725        12689        36  0.283308
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1223         9828         9798        30  0.305717
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1224         9675         9657        18  0.186220
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1226         9679         9672         7  0.072348
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1228        10122        10114         8  0.079067
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1229        11312        11300        12  0.106138
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1230        12318        12294        24  0.195027
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1232        15518        15479        39  0.251637
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1235        14160        14136        24  0.169635
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1237        25558        25500        58  0.227193
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1239        11603        11567        36  0.310747
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_123        11662        11652        10  0.085785
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1241        19944        19922        22  0.110370
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1242        14517        14464        53  0.365757
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1244        10850        10846         4  0.036873
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1245        11560        11550        10  0.086543
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1246        10189        10170        19  0.186650
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1249        11085        11074        11  0.099282
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_124        13646        13623        23  0.168690
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1254        11617        11608         9  0.077503
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1255        10386        10359        27  0.260304
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1257        10194        10176        18  0.176730
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1259        10842        10818        24  0.221607
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_125        18343        18294        49  0.267489
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1261        12619        12590        29  0.230077
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1262        10932        10921        11  0.100673
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1265        10359        10343        16  0.154574
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1266        10892        10866        26  0.238993
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_126        10271        10260        11  0.107155
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1270        12017        11992        25  0.208255
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1271        12012        11983        29  0.241717
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1273         9636         9626        10  0.103831
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1274        11470        11448        22  0.191989
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1276         9753         9720        33  0.338931
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1278        11830        11819        11  0.093027
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1280         9731         9706        25  0.257241
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1285        18087        18050        37  0.204776
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1286        11714        11711         3  0.025614
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1287        11494        11475        19  0.165440
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1289        13042        13035         7  0.053687
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1291        11030        10977        53  0.481665
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1293        11337        11332         5  0.044113
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1298         9817         9782        35  0.357161
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1299        25799        25727        72  0.279471
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_129        10179        10160        19  0.186833
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt    chr1_S1_12        11779        11764        15  0.127426
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1303        13229        13223         6  0.045365
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1305        10988        10976        12  0.109270
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1307        10884        10871        13  0.119513
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1308        15258        15235        23  0.150854
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1309        12338        12311        27  0.219076
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1311        11414        11402        12  0.105189
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1313        10362        10348        14  0.135200
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1316        11586        11567        19  0.164126
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1319        10453        10423        30  0.287411
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_131        19847        19807        40  0.201745
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1323        15447        15409        38  0.246305
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1325        12210        12201         9  0.073737
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1326        11969        11952        17  0.142135
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1327        10956        10950         6  0.054780
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1328        19473        19453        20  0.102759
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_132        10890        10855        35  0.321913
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1330        11435        11428         7  0.061234
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1331        14307        14262        45  0.315027
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1332        13199        13195         4  0.030310
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1334         9704         9704         0  0.000000
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1336        13709        13678        31  0.226385
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1339        15361        15325        36  0.234635
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1341        14591        14556        35  0.240162
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1346        11684        11677         7  0.059929
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1348         9767         9765         2  0.020479
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1349        12200        12163        37  0.303739
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1351         9781         9768        13  0.132999
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1352        10445        10437         8  0.076621
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1353        19946        19906        40  0.200743
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1356        10216        10208         8  0.078339
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1362        10885        10860        25  0.229938
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1363        10603        10587        16  0.151015
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1366         9692         9684         8  0.082576
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1368         9794         9786         8  0.081716
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1369        10217        10211         6  0.058743
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_136        13489        13479        10  0.074162
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1374         9760         9751         9  0.092256
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1375        12272        12248        24  0.195759
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1376        10351        10337        14  0.135344
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1379        17953        17930        23  0.128194
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1380         9809         9788        21  0.214319
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1382        15266        15249        17  0.111421
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1383        12107        12103         4  0.033044
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1386        11456        11456         0  0.000000
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1388        10367        10332        35  0.338181
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1389        13270        13233        37  0.279214
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_138        12286        12272        14  0.114016
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1397        14054        14006        48  0.342124
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1398         9801         9797         4  0.040820
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1400         9854         9851         3  0.030449
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1401        12342        12319        23  0.186529
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1402        12617        12593        24  0.190401
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1403        13763        13750        13  0.094501
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1405        12463        12412        51  0.410050
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1406        10976        10912        64  0.584795
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1411        10758        10753         5  0.046488
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1412        13179        13160        19  0.144273
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1414        10298        10282        16  0.155491
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1416        12296        12283        13  0.105781
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1417        14773        14724        49  0.332237
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1420        13119        13098        21  0.160201
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1421        23550        23496        54  0.229563
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1422         9831         9821        10  0.101771
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1425        15418        15411         7  0.045412
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1426        15217        15158        59  0.388477
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1428         9647         9644         3  0.031103
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1429        11527        11512        15  0.130214
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1432        12544        12538         6  0.047843
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1438        10227        10220         7  0.068470
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1439        14743        14720        23  0.156128
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_143        14564        14536        28  0.192440
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1441         9737         9705        32  0.329184
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1445        10196        10193         3  0.029428
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1447        21951        21903        48  0.218908
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1450        11089        11013        76  0.687721
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1452        11330        11316        14  0.123642
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1454        10999        10978        21  0.191109
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1455        10787        10764        23  0.213447
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1456        12426        12407        19  0.153022
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1457        12181        12160        21  0.172548
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_145         9727         9705        22  0.226431
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1460        10120        10115         5  0.049419
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1464        12185        12170        15  0.123178
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1465         9865         9860         5  0.050697
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1466        11303        11300         3  0.026545
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1467        12283        12258        25  0.203741
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1469        10458        10447        11  0.105238
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_146        10184        10177         7  0.068759
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1471        11391        11352        39  0.342963
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1473        18101        18081        20  0.110552
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1477        10446        10444         2  0.019148
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1479        21219        21182        37  0.174524
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt   chr1_S1_147        10841        10834         7  0.064591
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1481        10187        10172        15  0.147355
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1482         9713         9663        50  0.516102
GWFA_err15%_100k.txt  GWFA_err15%_100k_github.txt  chr1_S1_1484        12423        12418         5  0.040256
