             File1                      File2          Case  File1_Value  File2_Value  AbsError   SMAPE(%)
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1120         2315         2313         2   0.086430
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1124         3687         3687         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1125          811          807         4   0.494438
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1126         3923         3923         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1129         5216         5213         3   0.057532
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1132         8079         8033        46   0.571003
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1133         8300         8299         1   0.012049
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1134         2327         2312        15   0.646691
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1140         7227         7210        17   0.235506
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1141        12244        12229        15   0.122584
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1146          771          759        12   1.568627
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1147         9681         9674         7   0.072333
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1148         2227         2225         2   0.089847
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1150         7150         7147         3   0.041967
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1152         4520         4499        21   0.465684
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1156         6588         6588         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1157         2291         2260        31   1.362338
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1160         6577         6567        10   0.152161
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1161         1603         1595         8   0.500313
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1162         5823         5818         5   0.085903
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1165         1508         1506         2   0.132714
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1167         3038         3037         1   0.032922
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1170         8521         8510        11   0.129176
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1174        10592        10578        14   0.132263
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1175         2357         2356         1   0.042436
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1177         8821         8759        62   0.705347
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1178          752          752         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1179         1627         1599        28   1.735896
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_117          794          794         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1181          764          763         1   0.130976
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1182         2273         2262        11   0.485116
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1184          814          813         1   0.122926
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1185        14436        14417        19   0.131702
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1186         3151         3151         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1187          784          767        17   2.192134
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1192          823          823         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1194         8676         8664        12   0.138408
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1195          792          772        20   2.557545
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt    chr1_S1_11          866          866         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1201         2359         2317        42   1.796407
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1204         3099         3088        11   0.355584
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1207          782          781         1   0.127959
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1208         4497         4461        36   0.803751
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1212         3752         3716        36   0.964114
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1213         3043         3042         1   0.032868
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_121         3869         3869         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1220          833          833         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1225         1534         1534         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1226          765          765         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1232         2349         2349         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1233         3070         3051        19   0.620814
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1235         1606         1606         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1236         2341         2321        20   0.858001
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1237         2302         2275        27   1.179812
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_123         5853         5852         1   0.017087
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1242         1495         1487         8   0.536553
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1244         4555         4554         1   0.021956
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1246          771          771         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1251         5318         5293        25   0.471209
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1252         5217         5216         1   0.019170
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1255         7239         7237         2   0.027632
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1257          771          770         1   0.129786
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_125          748          745         3   0.401875
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1260          796          796         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1264         1536         1536         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1265          761          746        15   1.990710
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1267         1571         1543        28   1.798330
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1273        11795        11775        20   0.169707
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1274         5974         5972         2   0.033484
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1276         3819         3796        23   0.604071
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1282          804          799         5   0.623830
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1284          863          825        38   4.502370
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1285         5247         5227        20   0.381898
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1287        10679        10672         7   0.065571
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_128          788          787         1   0.126984
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1291          797          797         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1296         9563         9538        25   0.261766
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1297         9331         9327         4   0.042877
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1298         2338         2325        13   0.557581
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt    chr1_S1_12        10974        10962        12   0.109409
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1303         7827         7810        17   0.217433
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1305         6567         6567         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_130          828          807        21   2.568807
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1310         3751         3751         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1312         4495         4495         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1316         4031         3986        45   1.122614
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_131         5258         5256         2   0.038045
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1322         6720         6720         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1324          800          799         1   0.125078
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1325         2364         2363         1   0.042310
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1327         1541         1538         3   0.194868
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1328         9747         9734        13   0.133463
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1331         3107         3107         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1336         2387         2341        46   1.945854
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1343         1599         1598         1   0.062559
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1346         3189         3189         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1349         4572         4552        20   0.438404
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1351         6677         6657        20   0.299985
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1353         6028         6014        14   0.232520
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1356         2284         2284         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1363         7168         7151        17   0.237447
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1365         7087         7075        12   0.169468
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1366          807          790        17   2.128992
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1369          740          740         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1374         7792         7778        14   0.179833
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1376         2429         2429         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1379         5300         5289        11   0.207763
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_137          814          809         5   0.616143
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1382         3051         3051         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1383         1533         1533         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1384         7000         6965        35   0.501253
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1385         3082         3082         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1389          863          807        56   6.706587
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1396          727          727         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt    chr1_S1_13          785          771        14   1.799486
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1401         7353         7336        17   0.231466
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1403         3864         3864         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1404          835          824        11   1.326100
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1405         3776         3776         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1409         5997         5997         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1411         1566         1565         1   0.063877
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1416         3051         3036        15   0.492854
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1421         2248         2232        16   0.714286
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1422         5260         5247        13   0.247454
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1424          810          777        33   4.158790
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1425         2195         2194         1   0.045568
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1428         4619         4614         5   0.108307
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1429         4507         4504         3   0.066585
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_142          822          806        16   1.965602
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1432         1596         1582        14   0.881057
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1433         3077         3076         1   0.032504
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1435         5229         5228         1   0.019126
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1437         8230         8226         4   0.048614
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1439         3873         3870         3   0.077489
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_143         7181         7177         4   0.055718
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1441         3084         3081         3   0.097324
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_144         4570         4570         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1451         1582         1580         2   0.126502
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1456         3150         3112        38   1.213670
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1457          815          799        16   1.982652
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1460         1682         1664        18   1.075912
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1462         1601         1601         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1463         5906         5903         3   0.050809
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1464         3828         3828         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1466         3062         3062         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1467          804          804         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1472         1519         1519         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1473         5760         5753         7   0.121602
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1476         1566         1554        12   0.769231
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1481         1610         1610         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1483        12329        12321         8   0.064909
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1487         3787         3765        22   0.582627
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_148         2254         2254         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1491         9203         9174        29   0.315612
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1495         5145         5117        28   0.545703
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1500         4560         4560         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_150          819          794        25   3.099814
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1511         4649         4615        34   0.734024
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1513          783          783         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1517         5131         5130         1   0.019491
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1521         5939         5929        10   0.168520
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1522         3130         3129         1   0.031954
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1523          810          809         1   0.123533
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1527         7785         7780         5   0.064247
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_152         1589         1572        17   1.075609
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1532         1553         1531        22   1.426719
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1535         2401         2338        63   2.658789
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1537         8412         8367        45   0.536385
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1538         1578         1578         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_153          742          742         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1546          773          760        13   1.696021
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1550         2367         2367         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1552         2410         2368        42   1.758058
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1553         5833         5827         6   0.102916
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1554         3104         3079        25   0.808669
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1555         1623         1612        11   0.680062
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1557         7742         7715        27   0.349356
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1558         4487         4484         3   0.066882
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1559         3788         3758        30   0.795123
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_155         1617         1604        13   0.807203
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1563         2352         2352         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1569         1538         1535         3   0.195249
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1570         5263         5196        67   1.281193
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1571         7118         7108        10   0.140588
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1573         3878         3878         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1574         4518         4518         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1576         9857         9838        19   0.192942
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1577         3113         3108         5   0.160746
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1578         6546         6544         2   0.030558
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1579          794          793         1   0.126024
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1580         8810         8799        11   0.124936
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1581         1603         1591        12   0.751409
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1582         1538         1538         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1583         3071         3071         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1586         3861         3861         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1588         8767         8753        14   0.159817
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_158         2239         2238         1   0.044673
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1591         2413         2394        19   0.790514
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1593         5284         5283         1   0.018927
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1599          834          834         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt   chr1_S1_159         3090         3060        30   0.975610
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1604         8787         8762        25   0.284917
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1605         3769         3769         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1610         6010         6009         1   0.016640
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1611         3002         3002         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1618         5194         5177        17   0.327837
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1619          817          817         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1620         3825         3825         0   0.000000
GWFA_err5%_80k.txt  GWFA_err5%_80k_github.txt  chr1_S1_1622         3799         3762        37   0.978707
